step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
24,48552,408,0.123074936187051,0.5882353186607361,0.9534883720930232,,,
25,51153,425,0.0613603250599743,0.7647058963775635,0.9615384615384616,0.1923028199056992,0.4705882370471954,0.8495934959349594
26,52530,442,0.068236319691032,0.9411764740943908,0.9952380952380953,,,
27,55675,459,0.0455499406165055,0.8235294222831726,0.96996996996997,,,
28,57188,476,0.0685222397367287,0.8823529481887817,0.9863636363636364,0.3113405029923248,0.294117659330368,0.858433734939759
29,58701,493,0.0855798238682163,0.8235294222831726,0.98046875,,,
30,60486,510,0.0744539662943429,0.8823529481887817,0.9902912621359224,,,
31,61863,527,0.1220279784432886,0.4705882370471954,0.9448529411764706,0.2206572543703206,0.3529411852359772,0.8852459016393442
32,65416,544,0.0360284262462858,0.7647058963775635,0.9893899204244032,,,
33,67201,561,0.0601293424362248,0.9411764740943908,0.9961832061068704,,,
34,68850,578,0.0845409187929094,0.7647058963775635,0.9716981132075472,0.184417697913801,0.294117659330368,0.8920863309352518
35,70499,595,0.0911470735751694,0.7058823704719543,0.9692982456140352,,,
36,72148,612,0.078590042015952,0.8235294222831726,0.9830508474576272,,,
37,74341,629,0.059936233429116,0.7647058963775635,0.967509025270758,0.1742819268409531,0.294117659330368,0.8943661971830986
38,76942,646,0.0484253337254536,0.7647058963775635,0.9864864864864864,,,
39,78591,663,0.0806093645158429,0.7058823704719543,0.9655172413793104,,,
40,82416,680,0.036302772727205,0.7647058963775635,0.9799196787148594,0.2360893407921779,0.529411792755127,0.8783269961977186
41,83929,697,0.0761460250469641,0.8235294222831726,0.9892086330935252,,,
42,85442,714,0.0689967445713502,0.8235294222831726,0.9880478087649402,,,
43,86955,731,0.0718120601635195,0.8823529481887817,0.9906103286384976,0.2531149256714861,0.3529411852359772,0.8691275167785235
44,88876,748,0.0787548022285779,0.6470588445663452,0.9727626459143968,,,
45,90525,765,0.0784201954545132,0.5882353186607361,0.9678899082568808,,,
46,92854,782,0.0521540874804626,0.7647058963775635,0.9900497512437813,0.2680169986792972,0.1764705926179886,0.8808411214953271
47,94503,799,0.0771482408266364,0.7058823704719543,0.9730769230769232,,,
48,95880,816,0.0736322522652766,1.0,1.0,,,
49,99297,833,0.0344489950725209,0.8235294222831726,0.973384030418251,0.1612345789944246,0.4705882370471954,0.8613138686131386
50,101898,850,0.0479330037409356,0.8235294222831726,0.9842271293375394,,,
51,103411,867,0.0647837425669837,0.9411764740943908,0.9948979591836736,,,
52,105060,884,0.0616482590835488,1.0,1.0,0.2442142713258248,0.294117659330368,0.8780487804878049
53,107661,901,0.0362756097335223,0.9411764740943908,0.99672131147541,,,
54,109990,918,0.0446460071758547,1.0,1.0,,,
55,113815,935,0.0325624539181276,0.9411764740943908,0.9974811083123426,0.2708059307636344,0.2352941185235977,0.8448844884488449
56,115464,952,0.0520357326568412,0.9411764740943908,0.9855769230769232,,,
57,117249,969,0.0501106918450287,0.9411764740943908,0.996,,,
58,118762,986,0.0659771675175751,0.9411764740943908,0.9946236559139784,0.1931225453354434,0.294117659330368,0.8969555035128806
59,120411,1003,0.0495908400816486,0.8823529481887817,0.993127147766323,,,
60,121924,1020,0.0491786703943503,1.0,1.0,,,
61,123029,1037,0.0771354356541809,1.0,1.0,0.2332627524586356,0.4117647111415863,0.8738170347003155
62,124542,1054,0.0609097126977724,0.9411764740943908,0.9965635738831616,,,
63,126191,1071,0.0570157004287589,0.9411764740943908,0.9891891891891892,,,
64,128384,1088,0.0508911980702685,1.0,1.0,0.2457193892409253,0.529411792755127,0.8623853211009175
65,130169,1105,0.0425833274645793,1.0,1.0,,,
66,131818,1122,0.0570304815064485,0.8823529481887817,0.9912280701754386,,,
67,134011,1139,0.0369552604593084,1.0,1.0,0.2816292374202332,0.2352941185235977,0.896797153024911
68,137156,1156,0.0293031613729249,0.9411764740943908,0.9977876106194692,,,
69,138805,1173,0.0656575036602591,1.0,1.0,,,
70,142358,1190,0.0244382867477101,0.8823529481887817,0.9947780678851176,0.180421366062269,0.529411792755127,0.9059561128526644
71,144551,1207,0.042903041989853,1.0,1.0,,,
72,146200,1224,0.0558364078224961,0.8823529481887817,0.9887640449438202,,,
73,147713,1241,0.0613390464073432,0.9411764740943908,0.9955555555555556,0.2636085108724601,0.4117647111415863,0.851145038167939
74,149226,1258,0.0611531468370765,0.9411764740943908,0.9961538461538462,,,
75,152643,1275,0.0286188261750585,0.8823529481887817,0.9943502824858758,,,
76,154020,1292,0.064121996939931,1.0,1.0,0.1706533511738268,0.4117647111415863,0.8758169934640523
77,157165,1309,0.0321399361785207,0.8823529481887817,0.9952267303102624,,,
78,158950,1326,0.0528511997322173,0.8823529481887817,0.9900662251655628,,,
79,162367,1343,0.0271722427051383,0.8823529481887817,0.9941002949852508,0.2134710913726464,0.3529411852359772,0.8971631205673759
80,164016,1360,0.0598036353996299,0.8823529481887817,0.9904761904761904,,,
81,166209,1377,0.0376922870226575,1.0,1.0,,,
82,167858,1394,0.0560904257599373,1.0,1.0,0.3155598527216842,0.1764705926179886,0.8535714285714285
83,169371,1411,0.0490194286579792,1.0,1.0,,,
84,173196,1428,0.0188458683754543,0.9411764740943908,0.997275204359673,,,
85,176749,1445,0.0261194699072912,0.9411764740943908,0.9966887417218544,0.2799899837598876,0.3529411852359772,0.8676056338028169
86,177990,1462,0.0714699448878185,1.0,1.0,,,
87,180183,1479,0.0351780559172686,1.0,1.0,,,
88,182104,1496,0.0508771677511788,1.0,1.0,0.2289155978920541,0.4117647111415863,0.8793650793650793
89,184297,1513,0.0473073935253747,1.0,1.0,,,
90,185946,1530,0.0557708349746669,1.0,1.0,,,
91,187459,1547,0.063347481704302,0.9411764740943908,0.9957081545064378,0.1755499031998229,0.294117659330368,0.8746268656716418
92,188972,1564,0.0437657900271524,0.9411764740943908,0.9965156794425089,,,
93,191029,1581,0.0436075717988246,0.9411764740943908,0.9960474308300395,,,
94,192542,1598,0.0504437968325499,1.0,1.0,0.2545905760860825,0.1176470592617988,0.8822314049586777
95,194055,1615,0.0577099379690722,0.8823529481887817,0.9906542056074766,,,
96,196384,1632,0.0366160792553498,1.0,1.0,,,
97,198169,1649,0.0459516646219162,1.0,1.0,0.2357141318454944,0.5882353186607361,0.8553459119496856
98,199682,1666,0.0444191570496571,1.0,1.0,,,
99,202283,1683,0.0390300993754255,1.0,1.0,,,
100,204884,1700,0.0329150037068895,1.0,1.0,0.2156403277299132,0.4705882370471954,0.9036144578313252
101,206397,1717,0.0534189913200338,1.0,1.0,,,
