A31740406,4.346040982894132,C0011860
A31757323,4.148974315897163,C0011860
A31730267,3.897858696896828,C0011860
A31731512,3.483490058550175,C0011860
A26461132,3.000653370245385,C0011860
A31766366,2.988612225099937,C0011860
A31213242,2.8714141419320436,C0011860
A31703852,2.833950405231752,C0011860
A31731591,2.7393546895261607,C0011860
A31654872,2.6469307936038984,C0011860
A31655020,2.417421980286975,C0011860
A10722049,2.395126915910152,C0011860
A31722704,2.380999350364442,C0011860
A10430297,2.3295470544176697,C0011860
A10721354,2.2698150786633704,C0011860
A26457154,2.2228011551629767,C0011860
A31672268,2.1621662432380395,C0011860
A31671743,2.156779680599181,C0011860
A31758686,2.120930900290714,C0011860
A31209936,2.1021060698147607,C0011860
A31721403,2.087934568220504,C0011860
A31669922,2.0784203676196653,C0011860
A31732077,2.0123927563749677,C0011860
A31723952,1.983153199341442,C0011860
A31765226,1.9269305639968641,C0011860
A31739494,1.9038894614298256,C0011860
A31733302,1.8946982709263713,C0011860
A25753178,1.8918954628332851,C0011860
A24841945,1.8405298319692283,C0011860
A31739028,1.7846451531488585,C0011860
A23071140,1.681684855851809,C0011860
A31759071,1.6761981189648536,C0011860
A31654890,1.671792591993857,C0011860
A31657717,1.638643561552128,C0011860
A31672389,1.6171818750794107,C0011860
A31707133,1.6139660025960312,C0011860
A10447670,1.5899565909871647,C0011860
A31707274,1.585062743750884,C0011860
A31686722,1.5639930696724444,C0011860
A31672443,1.5032100804176107,C0011860
A10447671,1.5022067937506653,C0011860
A18539470,1.4842025975499453,C0011860
A31695246,1.4563610679762398,C0011860
A31635109,1.4482648758597596,C0011860
A31756844,1.4393352460472688,C0011860
A26457152,1.4277161225190866,C0011860
A31729711,1.4116129501934886,C0011860
A27177236,1.409517438391582,C0011860
A31759482,1.4064253639737847,C0011860
A31634150,1.4018319561757064,C0011860
A31214428,1.3909285013165174,C0011860
A31689480,1.3907063057298672,C0011860
A31652040,1.389561195445626,C0011860
A27757484,1.368922906025164,C0011860
A31750271,1.367770349426138,C0011860
A31739427,1.3663689453795946,C0011860
A31635026,1.3608815198961424,C0011860
A31635023,1.3562775942320349,C0011860
A21078519,1.3481506927745335,C0011860
A31672507,1.3350780535006728,C0011860
A31707115,1.3322097217451048,C0011860
A31634601,1.3316895305222445,C0011860
A31669306,1.3134089087369745,C0011860
A31637622,1.3117141875644107,C0011860
A31755897,1.3114259620782398,C0011860
A31759362,1.2975254203775484,C0011860
A31766548,1.296513682323378,C0011860
A24029852,1.2918397301770712,C0011860
A31738615,1.276952697466706,C0011860
A31678976,1.2706360893338904,C0011860
A31742038,1.2586327206500396,C0011860
A31652515,1.253383641186133,C0011860
A10447901,1.2399288340161099,C0011860
A31672711,1.2294459430756268,C0011860
A31635097,1.2145501736707507,C0011860
A31748372,1.2000136672586783,C0011860
A31669717,1.1919575148917567,C0011860
A31739515,1.1836062202014324,C0011860
A31713672,1.1795508737550393,C0011860
A31696729,1.1707552548771964,C0011860
A31646708,1.162523652198887,C0011860
A31670181,1.1582465232356831,C0011860
A31704635,1.1554917085662533,C0011860
A31721866,1.1519387824185634,C0011860
A31689714,1.1506264803196589,C0011860
A31759408,1.1409753728426064,C0011860
A31686783,1.1326547905318087,C0011860
A31759166,1.1154032207180364,C0011860
A31741251,1.1064649410075167,C0011860
A31756565,1.0951231621595268,C0011860
A31669935,1.0942845960820258,C0011860
A31629178,1.0930951563036757,C0011860
A31686786,1.0915283691708944,C0011860
A31704184,1.0824867858028082,C0011860
A31755960,1.0822724319838373,C0011860
A21070965,1.0816364078417884,C0011860
A31741833,1.081228019504239,C0011860
A31635857,1.0808131882553198,C0011860
A31756300,1.0662193785791598,C0011860
A31704277,1.064487066394328,C0011860
A31731195,1.0631928571950644,C0011860
A31678980,1.0437825928614046,C0011860
A31635056,1.0428823046006799,C0011860
A24028167,1.0410430060035005,C0011860
A26683749,1.0389005414448407,C0011860
A30136315,1.0297273211556364,C0011860
A31680287,1.024588917810757,C0011860
A23841874,1.016645061408106,C0011860
A31670542,1.0029955555508066,C0011860
A31766411,0.9982879321626734,C0011860
A31704697,0.9915507975213671,C0011860
A31739030,0.9852502017840683,C0011860
A25750429,0.9747345342835325,C0011860
A31649302,0.9723371548181907,C0011860
A31687146,0.9573130055206456,C0011860
A24021494,0.9552191802818601,C0011860
A31755846,0.9461213444055601,C0011860
A31756838,0.9440787971462737,C0011860
A31756171,0.9418051759170075,C0011860
A31689655,0.9394887462859266,C0011860
A31739126,0.9382031301067986,C0011860
A31672208,0.9334972409204944,C0011860
A31678971,0.9311023495676682,C0011860
A31661381,0.9239256678281069,C0011860
A31669553,0.9211619988072467,C0011860
A31724562,0.9180851706487565,C0011860
A31634791,0.9178319008996167,C0011860
A10447669,0.8827147964767234,C0011860
A31731566,0.878870477430091,C0011860
