Problem_CUI,Rx_CUI,co_occurrance_probability
C0026946,C4282000,0.004473022085546547
C0023380,C0689877,0.004472733528298641
C0009566,C0981738,0.004472605292582929
C0019348,C4282000,0.004471771939631079
C1561643,C3887765,0.004471330878485008
C0041948,C0710783,0.004470938897168405
C0032326,C0689877,0.004470426409903715
C1514893,C0710782,0.004469606674612635
C0027651,C0974988,0.004469567503615092
C0029408,C3888358,0.004469273743016759
C0151908,C4082647,0.004469273743016759
C0242656,C0710782,0.004468275245755139
C0039070,C4082638,0.004468164329154772
C0948268,C4282000,0.00446677833612507
C0040822,C4282000,0.00446677833612507
C0746883,C4282054,0.0044662795891022775
C0042963,C0689877,0.004465052378499056
C0041834,C4282000,0.004463040446304045
C0238052,C0689877,0.0044627531754205295
C0860062,C0981738,0.004462625511342506
C0151744,C4082647,0.004462474645030426
C0017160,C4282000,0.004460551993309173
C0836924,C4282000,0.004460551993309173
C0270611,C0782173,0.004460551993309172
C0596601,C0976856,0.00445986124876115
C0410422,C4282000,0.004458066313736417
C1849718,C0710780,0.004457050243111832
C0008370,C0782173,0.004456824512534818
C0013404,C4048957,0.004456094364351246
C0001127,C4082638,0.004455445544554455
C0018965,C4282061,0.0044553352639786145
C0043251,C0981367,0.004455245038477116
C0018946,C2920421,0.0044551698533506585
C0028961,C0710782,0.004455004455004455
C0039070,C4082647,0.004454793965779083
C0272192,C0782173,0.004454342984409799
C0015970,C4282054,0.004454342984409799
C0238052,C4282061,0.004454342984409799
C0856054,C4282061,0.004453351146737921
C0026946,C4082772,0.004452483651036594
C0085762,C4282061,0.004452359750667854
C0234233,C0980955,0.004451255107997665
C0439857,C0782173,0.0044506258692628645
C0026771,C4282007,0.004450169809111137
C0038358,C1169578,0.004449485255627291
C0018965,C3888181,0.004449457918155041
C2073348,C3888181,0.004449457918155041
C0302148,C0593905,0.004449388209121246
C0039070,C4282061,0.004449140759690785
C0442874,C4282000,0.004448151237142063
C0398650,C0782173,0.004448151237142063
C0014009,C0693367,0.0044472681067344345
C0151744,C0978612,0.004446816079686944
C0014591,C0981367,0.004446240905416329
C2004489,C0774481,0.004445855827246745
C0749769,C0782173,0.004445679355376493
C0340194,C4082772,0.004445061814140854
C0039239,C0981442,0.004444444444444445
C0028778,C2608111,0.0044444444444444444
C0043241,C4082743,0.0044444444444444444
C0151744,C0976856,0.0044444444444444444
C0022658,C4082777,0.0044444444444444444
C0265493,C0782173,0.004444444444444444
C0878544,C0782173,0.004444444444444444
C0085631,C1169578,0.004444057162774486
C0543419,C0693367,0.004443504020313162
C0031106,C4281882,0.004443210219383505
C0039239,C4048223,0.004443149537475417
C0268529,C0981367,0.0044426494345718905
C0876973,C0981517,0.004442593363876163
C0003811,C0976856,0.004442250740375124
C0009492,C0693367,0.004441624365482234
C0020517,C0593903,0.0044411547002220575
C0746883,C0782173,0.00443951165371809
C0020456,C0976856,0.004438964241676942
C0024115,C4082772,0.004438895824663614
C0019054,C4282054,0.0044365572315882874
C2364135,C4082772,0.004436434215998891
C0018965,C0981738,0.0044362292051756
C0034186,C0782173,0.004434589800443459
C0238052,C0710783,0.004434589800443459
C0677042,C0976856,0.004434589800443459
C0006849,C0994978,0.004434225652816554
C0040053,C4282050,0.004434085611960662
C0031106,C4282050,0.0044335815381117485
C0333288,C0774481,0.004433185560481317
C0751781,C4282050,0.00443307757885763
C0005874,C4082743,0.004432951606944957
C0149801,C0712925,0.004432855280312909
C0019191,C0994978,0.004432769660154326
C0037199,C0693367,0.004432249894470241
C0149801,C4282054,0.0044316419233325945
C0038358,C4082772,0.004431519180168952
C0032227,C0977796,0.004431445537534343
C0008350,C0994978,0.004431314623338257
C0003578,C4282007,0.0044304535385332865
C0018926,C4282007,0.0044304535385332865
C0403447,C0981517,0.00443029212238682
C0015970,C0994978,0.004429860541427399
C0007642,C4082743,0.004429678848283499
C0085682,C0782173,0.004429678848283499
C0162429,C4082743,0.004429678848283499
C0151744,C3888358,0.004429678848283498
C0042963,C4282007,0.0044289044289044285
C1565489,C0710780,0.004428341384863125
C0031106,C0981738,0.004428044280442804
C0856054,C0710783,0.004428044280442804
C0042029,C0981517,0.0044278400442784
C2830004,C0772628,0.004427577482605945
C0012813,C0782173,0.004427227448810182
C0003811,C3888358,0.004426410918480265
C0008679,C4082743,0.004426410918480265
C0018802,C0973757,0.004426285325161729
C0028778,C4282050,0.004426285325161729
C0003578,C0710781,0.004425866732235062
C0009566,C0693367,0.004425711275026344
C0001127,C0772628,0.004424778761061947
C0012359,C0710783,0.004424778761061947
C0027651,C0978604,0.004424778761061947
C0019054,C0977439,0.004424477571302158
C0015672,C0977439,0.004424477571302158
C0029408,C0981517,0.004424167012304715
C0038358,C0977439,0.004423875314775744
C0151705,C4048954,0.004423800044238001
C0027651,C2608111,0.004423273222184416
C0025222,C0710783,0.0044231478068558795
C0000921,C0994978,0.004422604422604423
C0038358,C0973757,0.00442252083687702
C0013922,C0973757,0.00442252083687702
C0043144,C0978604,0.004422430567840085
C0003486,C0774481,0.004421983575489577
C0009566,C0994978,0.004421880117916803
C0018946,C0981738,0.004421518054532056
C0002873,C4082743,0.004421518054532056
C0040053,C0710781,0.0044204322200392925
C0344315,C4281975,0.004418453541260559
C0238052,C4282054,0.004417936823503423
C0040053,C0712925,0.004417879417879418
C0338908,C0978252,0.004417797412432944
C0037088,C0782173,0.0044174489232468245
C0235480,C0973757,0.004417261297995243
C0001125,C0710782,0.0044169611307420505
C0019054,C0994978,0.004416816620317356
C0521158,C4082743,0.0044166359955833635
C1265876,C0710783,0.0044166359955833635
C2004489,C4082743,0.0044166359955833635
C0023895,C0994978,0.004416094210009813
C0332448,C0978252,0.004415707301687431
C0036572,C0981738,0.004415011037527594
C0151744,C0710781,0.004415011037527594
C0149801,C0693367,0.004414546983392895
C0025222,C0981742,0.004414261460101868
C0496892,C4082743,0.004413387274733358
C0543419,C4082743,0.004413387274733358
C0338908,C4082743,0.004413387274733358
C0948824,C4082743,0.004413387274733358
C0020456,C4281875,0.00441306266548985
C0013404,C4282007,0.004412960167227964
C2073348,C0973757,0.004412763068567549
C0008031,C0782173,0.004412575841147269
C0022660,C0978252,0.004411533007720183
C0021308,C0689877,0.004411265693926027
C0333288,C4048954,0.004411116012351125
C3714514,C0710781,0.0044106836559666745
C0032290,C0978252,0.004410143329658214
C0019080,C0981742,0.004409769335142469
C1140999,C0712074,0.004409603135717785
C0037315,C4082743,0.00440852314474651
C0020683,C4082743,0.00440852314474651
C0003578,C0994978,0.004407443682664054
C1565489,C4282054,0.004407227853680035
C3159311,C4082743,0.004406904149834741
C0031106,C4281944,0.004406904149834741
C2073348,C0691212,0.004406047516198704
C2073348,C0994978,0.004406005221932114
C0008031,C0978252,0.004405286343612335
C0085762,C4281975,0.004403004403004403
C0856054,C0691212,0.004403004403004403
C0011860,C1696556,0.004401864319005697
C0015970,C4082743,0.0044004400440044
C0004604,C0981738,0.0044004400440044
C0014544,C0782173,0.0044004400440044
C0036974,C4082777,0.004399406821552151
C0018946,C0712074,0.004399185336048879
C0242656,C4282061,0.004398908625201849
C0751781,C4282061,0.004397929076434894
C0856054,C0693367,0.004397905759162304
C0004604,C0981742,0.004397834912043303
C0006826,C0973757,0.004397834912043303
C0085605,C4282061,0.004397439465627609
C0018946,C4282061,0.004397439465627609
C0025222,C4282061,0.004396949963822563
C0012634,C0693367,0.004396064475612309
C0677042,C4282061,0.004395482112056974
C0004604,C0712074,0.00439453125
C0235480,C0978252,0.0043935352267378
C0003486,C0774583,0.004393505253104108
C0340643,C0687868,0.004393376140588036
C0028778,C4281875,0.004392708104546453
C0037088,C4082743,0.0043907793633369925
C0013404,C3888358,0.004390779363336992
C0543419,C2343627,0.004389815627743635
C0496892,C2343627,0.004389815627743635
C0034063,C0876711,0.004388926401080352
C0041834,C2343627,0.004387889425186485
C0206698,C0712925,0.004385964912280702
C0034063,C0981738,0.0043859649122807015
C0238052,C3888181,0.0043856901196666865
C0235480,C0774583,0.004385128693994281
C0039070,C4282000,0.0043847629487530826
C0151744,C0711126,0.004384623228306312
C0340194,C2343627,0.004384042086804033
C0677930,C0980955,0.004383721779791043
C0042029,C4082743,0.004382761139517896
C0028778,C0712925,0.004382572828048467
C0034065,C4048954,0.004381161007667032
C0001127,C0938971,0.004381161007667032
C0234233,C0981367,0.004380724810832338
C0751781,C0774583,0.004379701037798725
C0011860,C0980636,0.00437956204379562
C0018965,C4048954,0.0043782837127845885
C3714660,C0774583,0.004378033691824499
C0003578,C0980955,0.00437796424662532
C2073348,C0980955,0.004377325454147516
C0238052,C0980955,0.004376048428269273
C0036572,C4282050,0.004374751434577581
C0015672,C0974988,0.004374337221633086
C0546817,C0140600,0.0043743277160272495
C0004604,C0774583,0.004373455029473284
C0021400,C3888358,0.004373177842565598
C0020456,C4082745,0.004373177842565598
C0008031,C2343627,0.004372540445999125
C0004604,C4282050,0.004372515616127201
C0021400,C0712925,0.0043724279835390956
C0011860,C0710299,0.004371584699453552
C0333288,C0687868,0.004371217215870881
C0014544,C0689399,0.004370390603660202
C0085762,C0782173,0.004370390603660202
C0003811,C4048954,0.004368719965050241
C0677930,C4082638,0.00436844732900649
C0018802,C2343627,0.0043677658877484165
C0034065,C2920421,0.004367217989221334
C0020456,C4048954,0.004365858982754857
C0003578,C4082647,0.004365482233502538
C0038454,C3888358,0.0043652237177155325
C0038358,C4082638,0.004364633994263623
C0085631,C4082647,0.004364153049832538
C0041948,C1169578,0.004364144191324081
C1514893,C4082647,0.004363710168459509
C0028754,C0939651,0.004363636363636364
C0085681,C4082774,0.004362367311327614
C0012634,C2920421,0.004361948955916473
C0010200,C2343627,0.004361098996947231
C0012634,C4082647,0.0043601703508416145
C0085577,C2343627,0.004360148245040331
C0003811,C0974988,0.004359889021006738
C0012359,C0974988,0.004359889021006738
C1561643,C1169578,0.004359197907585004
C0042029,C0977439,0.004358485426314356
C1140999,C0977439,0.00435789186980798
C0037199,C2955100,0.004357856959753909
C2711480,C0981442,0.004357298474945534
C0741439,C4082780,0.004356992269852425
C0018965,C0689399,0.004354926510615134
C0039070,C0782173,0.004354926510615133
C1258215,C2955100,0.004354508196721312
C0018946,C4282056,0.004353775345192188
C0036572,C0981367,0.004352987732489117
C0220983,C0977796,0.004352847117349205
C1135194,C0981442,0.004352557127312296
C0022661,C0140600,0.004352479486264716
C0023882,C4048933,0.004352192835621024
C0024115,C0939651,0.004352030947775629
C0032227,C0711126,0.004351786256451776
C0019080,C0981367,0.00435126582278481
C0008031,C2955100,0.004351164576401331
C0018926,C4082743,0.00435097897026831
C2073348,C2343627,0.004350663476180117
C4761312,C0981742,0.004349280695884912
C0039239,C0710782,0.004349086691794724
C0019158,C4082774,0.004349086691794723
C0151744,C4082780,0.004348435965773601
C0677930,C2955100,0.004347826086956523
C0206698,C0974988,0.004347826086956522
C0220983,C0981742,0.004347826086956522
C0264490,C0977796,0.004347826086956521
C0206698,C4082777,0.0043476112840274694
C0302148,C4281875,0.0043468811128015645
C3714660,C4082780,0.004346606842400449
C0037199,C4082774,0.004346566212691973
C0150055,C0975164,0.004344843356963182
C0041948,C0939651,0.004344677769732078
C3714514,C4281944,0.0043438360354848575
C0009319,C0978624,0.004343629343629344
C0302148,C0977796,0.0043428166267836564
C0085762,C0689399,0.004340748779164406
C1565489,C4282061,0.004340326080908129
C3714660,C2343627,0.004340277777777778
C0038358,C2955100,0.004340056165432729
C0002940,C2343627,0.004339336081579518
C0003486,C0772628,0.004338948443083206
C0010340,C4082779,0.004338046272493574
C0015672,C4082774,0.004337767495662232
C0004604,C0981367,0.004337539432176656
C0010200,C0939651,0.0043373493975903624
C0085577,C0939651,0.004336304504938569
C0042487,C0978624,0.004336304504938568
C0741439,C4048933,0.004335501083875271
C0677042,C2343627,0.004334633723450368
C1517205,C0975164,0.004333941605839415
C0034065,C4048933,0.004333333333333333
C0232498,C0978624,0.004333172845450169
C1761609,C0978624,0.004333172845450169
C4761312,C4281944,0.004332438369538687
C0039070,C0981367,0.004332414336352895
C2129214,C0978624,0.004332129963898917
C0022658,C0774481,0.004331683168316831
C0028754,C0981442,0.004331348132106118
C0021843,C4282005,0.004331348132106117
C1320835,C0978624,0.004331087584215592
C0035522,C0979637,0.004329004329004329
C0857353,C0978624,0.004327963452753066
C0003578,C2955100,0.004327902240325866
C0520863,C4082779,0.004327616605225197
C0001125,C4082745,0.004327443202307969
C0162429,C0978624,0.004326923076923077
C0001122,C0939651,0.0043258832011535695
C0018965,C0939651,0.0043258832011535695
C1140999,C4082779,0.004325536686959308
C0020598,C3888181,0.004325205290540964
C0403447,C4281882,0.004322967508018407
C0040053,C0939651,0.004322766570605188
C0014867,C0978624,0.004322766570605188
C0018965,C0687868,0.004321808510638299
C0876973,C0978624,0.004321728691476591
C0003578,C0712074,0.004321591650358774
C0013404,C0938971,0.004321186713963238
C0006266,C0981442,0.004320820955981637
C0154286,C0978624,0.0043206913106096975
C0011854,C0977786,0.004320502749410841
C0238052,C0712074,0.004319478402607987
C0151603,C0979637,0.004319032536711777
C3714660,C0772628,0.004318557093865109
C0206698,C0689399,0.004318488529014845
C2830004,C0938971,0.004318123227635988
C0021400,C0938971,0.004318123227635988
C0038454,C4082745,0.004318100035984167
C3714514,C0772628,0.004318008636017272
C0004144,C0979637,0.004317789291882556
C0040822,C0978624,0.004317582153993763
C0023380,C4282007,0.004317386231038506
C0013404,C0689399,0.004317323259579061
C0038454,C0938971,0.004316732169318987
C0001957,C0979637,0.004316546762589928
C0151908,C4282007,0.004316378908072795
C0235480,C4082779,0.004315856777493607
C0013922,C4281882,0.004315144766146994
C0302148,C0716159,0.004314994606256742
C4761312,C0938971,0.004314786192684183
C0302148,C0876711,0.00431463657484235
C1517205,C0978624,0.004314477468839885
C1565489,C0691212,0.004314063848144953
C0014038,C4082772,0.004313943779571389
C0001127,C4048223,0.004312235053354772
C0001125,C1814189,0.004312167075336095
C0006114,C0979637,0.004311583788444956
C0028961,C2955100,0.004311437991377124
C0021400,C0995060,0.004311170722360605
C1510475,C0978624,0.004310344827586207
C0410422,C0978624,0.004310344827586207
C0019080,C2955100,0.004310344827586207
C1849718,C0980955,0.004309715120525932
C0220983,C4048223,0.004309715120525932
C0700148,C0978624,0.004309312903998085
C1265876,C2955100,0.004309252217997466
C0009492,C4082772,0.004308547602501737
C0013922,C0980955,0.004308456258215277
C0546817,C2955100,0.00430816016218956
C0026771,C4282005,0.004308023694130318
C0010340,C4082772,0.004307948860478044
C0023380,C0980955,0.004307198131114031
C0085631,C4281882,0.004306751875520978
C0017181,C1814189,0.004306704948488431
C0496892,C0979637,0.004306632213608958
C0600260,C0981517,0.004306153632448952
C0034063,C4282051,0.004305654128223327
C0020258,C0979637,0.004305396096440873
C0017160,C4282005,0.004304546677428033
C0021400,C0689399,0.004304546677428033
C2183328,C4282005,0.004303388918773534
C0018799,C0978624,0.004303131723643318
C0040822,C0977786,0.004301916308173641
C3159311,C0979637,0.004301691998852883
C0596601,C0975164,0.004301562146253113
C0032227,C4048223,0.004301545640128318
C0546817,C4082777,0.004301394245031148
C0006266,C4082772,0.004301373664492854
C0003811,C4281882,0.004301373664492854
C0019191,C4281975,0.004300794995438551
C0013404,C1359886,0.004300661146415046
C1561643,C0975164,0.004300588501584427
C0410422,C0979637,0.004299226139294928
C0021308,C0981356,0.004297994269340974
C0032326,C0981442,0.004296455424274974
C0022660,C0979637,0.00429553264604811
C0006826,C4281882,0.004295413606761812
C0023882,C4282005,0.004295302013422818
C0018932,C0975164,0.004294755877034357
C0038358,C0978604,0.0042941492216854536
C0020598,C0981442,0.0042941492216854536
C0836924,C0977786,0.00429352068696331
C0027651,C0140600,0.0042927666881305
C0038358,C0774583,0.004292664313650672
C0009566,C4281975,0.004292403746097815
C0085577,C4082772,0.00429125138427464
C3714660,C4282056,0.004291044776119403
C0031106,C0975164,0.004290876242095754
C0004604,C0687868,0.0042904290429042905
C0009566,C0977439,0.004290384091528194
C1849718,C4281975,0.004289613934745873
C0006266,C0979637,0.004289390906491279
C0860062,C0977439,0.004288631722260041
C1561643,C4082772,0.0042882833033614605
C0004604,C4282056,0.004288111366602449
C1704493,C3887855,0.004287464271131074
C0041948,C0981517,0.00428709722030148
C0026266,C3887855,0.004286589099816288
C0521158,C3887855,0.004285714285714286
C2004489,C3887855,0.004285714285714286
C0018524,C0980636,0.004285157771717958
C0700198,C3887855,0.004284839828606407
C0085762,C0975164,0.004284103720405862
C0543419,C3887855,0.004283965728274173
C0220982,C0980636,0.004283489096573208
C0010340,C3887855,0.004281345565749235
C1265876,C0774583,0.004281229188469222
C1565489,C0774583,0.004281229188469222
C0019191,C3887855,0.004280472890338362
C0677042,C0774583,0.004280414724626652
C0001122,C4281975,0.004280155642023347
C0042963,C4281975,0.0042796005706134095
C0017160,C4082647,0.004279164544065206
C0015672,C2920421,0.004279069767441861
C0012813,C3887855,0.004278728606356968
C0018926,C0981517,0.004277632123637367
C0018932,C0981517,0.004275862068965517
C0039070,C0689877,0.004275696938600992
C0403447,C0977786,0.004275165176836378
C0036572,C0981442,0.004274646005877639
C1258215,C4082647,0.0042743741095053935
C2073348,C2920421,0.004273107292150488
C0038220,C0978252,0.0042721518987341766
C0006266,C3887855,0.004271765663140765
C0442874,C3887855,0.004271765663140765
C0041948,C4082647,0.004270896888346553
C0677042,C0981442,0.004270082732852949
C0021843,C3887765,0.004270082732852948
C3203359,C0994978,0.004269995073082608
C3263723,C0994978,0.004269995073082608
C0836924,C0973757,0.004269854824935952
C1135191,C0710780,0.0042691603984549705
C0028778,C0689877,0.00426912568306011
C0596601,C4282005,0.004268943436499467
C0741439,C4282005,0.004268943436499467
C0149801,C0979637,0.004268639726807058
C0040336,C0980636,0.004268529297632906
C0010200,C4082647,0.004267858957423026
C0009566,C3887855,0.004267425320056899
C0012359,C0978612,0.0042674253200568986
C0151744,C1169578,0.004267177566837934
C0677930,C3887855,0.0042656916514320535
C0036572,C0978612,0.00426515016882886
C0018926,C4282005,0.004264392324093816
C0149801,C3888181,0.004264124913776886
C0041948,C3887855,0.004263959390862944
C0018799,C0973757,0.004263301500682128
C0015967,C3887765,0.004263256061817212
C0039070,C2920421,0.004263206672845227
C0206062,C0711421,0.004262877442273535
C0018932,C4082647,0.004262661118441083
C0085762,C0938971,0.004262189215369713
C0018926,C3888181,0.004261986837981824
C0001122,C3888181,0.0042614526540076456
C0521158,C0978252,0.004261363636363636
C0344315,C3887855,0.004261363636363636
C0020456,C4282050,0.004261121527185956
C1565489,C4282050,0.0042606373913537466
C0014038,C0980636,0.004260263361735089
C0016385,C3887765,0.004259850905218317
C3668885,C3887765,0.004259850905218317
C0007642,C3887765,0.004259850905218317
C0014591,C0978252,0.004259346900141978
C0041582,C0593736,0.0042588430143144455
C0150055,C3887765,0.004258717061485227
C3714660,C4082647,0.0042583392476933995
C0003132,C3887765,0.004257583821181479
C0027627,C3887765,0.004257583821181479
C0221103,C0978252,0.004256660886016081
C1510453,C0978252,0.004256660886016081
C0028754,C0978252,0.004256660886016081
C0041948,C0973757,0.004256043581886278
C1457887,C0711421,0.00425531914893617
C0013604,C3887765,0.0042541877160329694
C0002873,C3887765,0.0042541877160329694
C0860062,C0994978,0.004253926701570681
C0019163,C0980636,0.004253673627223511
C0085605,C4082777,0.004253424996290617
C0003962,C3887765,0.0042530568846358315
C0154286,C3887765,0.0042530568846358315
C3714514,C4082777,0.004252793986747107
C0006267,C0981359,0.004252029377657518
C0037090,C0981359,0.004252029377657518
C0085605,C4282005,0.004251926654265214
C0521158,C3887765,0.004250797024442083
C0011127,C4082638,0.004250531316414552
C0010200,C0994978,0.004250449566781102
C0010200,C0977786,0.004250386398763524
C0003864,C3887765,0.004249667994687915
C0028778,C0978612,0.004249291784702549
C0403447,C0593905,0.004248744689069139
C0022595,C0981359,0.004248744689069139
C1135196,C3887765,0.004248539564524694
C0496892,C3887765,0.004248539564524694
C0520863,C0978252,0.004247954688483322
C0020258,C3887765,0.004247411733474913
C0041948,C0593904,0.0042471042471042475
C0151744,C0979637,0.0042468856172140435
C0001125,C4082777,0.004246494173414972
C0278134,C3887765,0.00424628450106157
C0242656,C3887855,0.004245855236554791
C0012359,C0710299,0.004245810055865921
C0085437,C0981359,0.0042454650714010035
C0021843,C0981359,0.0042454650714010035
C0332448,C3887765,0.0042451578668081715
C0085682,C0976856,0.004244694132334582
C1561643,C0710780,0.004244139046079224
C0041755,C0981359,0.004243827160493827
C0010340,C0980636,0.004243827160493827
C0038220,C0981359,0.004243827160493827
C0036980,C0976856,0.004243634548177734
C0028754,C0976856,0.004243634548177734
C0041582,C4082777,0.004243560643442219
C0006114,C4282054,0.004242965609647163
C4761312,C0978604,0.004242531377054976
C1135194,C0710782,0.004242424242424242
C0687133,C0981359,0.004242190512919398
C0020295,C3887765,0.004241781548250265
C0003578,C0710780,0.004241567360129267
C0085616,C0693367,0.004240882103477524
C0031106,C1814189,0.004240882103477523
C1135191,C3887765,0.004240657301881791
C1761609,C0981359,0.004240555127216654
C0221103,C0980636,0.004240555127216654
C0238052,C0973757,0.004240162822252374
C0546817,C0710299,0.004240124972104441
C0238052,C0994978,0.004240052185257665
C0014544,C4082638,0.004239930165856092
C0010200,C0974988,0.0042395336512983575
C0496892,C4282054,0.004239178937974118
C0020598,C0977786,0.004238921001926783
C0020255,C0981359,0.004238921001926782
C5194182,C0711421,0.0042387848816672555
C1514893,C0712074,0.0042386697098141515
C1140999,C0980955,0.004237597720464674
C0006849,C0711421,0.00423728813559322
C0085581,C1639201,0.00423728813559322
C0041948,C0980955,0.004236978595952955
C0032326,C4082638,0.00423623224520309
C0032326,C4048957,0.004236166269526079
C0344315,C0980955,0.004236050248320187
C0037315,C0711421,0.004235792446170138
C3714660,C0712074,0.004235562433819337
C0010340,C4082780,0.004235493434985176
C0025222,C0994978,0.004235217462127383
C0034065,C0974988,0.004235044997353097
C0020437,C4282054,0.0042344550924894135
C0034065,C0691212,0.00423435879709644
C0085682,C0711421,0.004234297812279463
C0154298,C3887765,0.004233924318602805
C0020598,C4048957,0.004233924318602805
C0028778,C0691137,0.004233870967741935
C0340194,C4282054,0.004233511586452763
C0020517,C0774481,0.0042334442092530995
C0037088,C3887765,0.004232804232804233
C0162872,C4281899,0.004232804232804233
C1510453,C0711421,0.004232804232804233
C0018932,C4082638,0.004232540769326528
C0011127,C4082780,0.004232505643340859
C1565489,C0973757,0.004232266802099205
C0012359,C0710780,0.004231311706629055
C0002064,C4282056,0.0042312239437496115
C0014457,C0981359,0.004230769230769231
C0151603,C0981359,0.004230769230769231
C0016385,C0981359,0.004230769230769231
C0268529,C0693367,0.004229223937407486
C0749769,C0981359,0.004229142637447136
C0009566,C0976856,0.004228855721393036
C0302148,C0593903,0.004228855721393035
C0013404,C1696556,0.004228329809725159
C0018946,C0974988,0.004228329809725159
C0040053,C0977786,0.004227517294388933
C0265493,C0981359,0.004227517294388932
C0003132,C0981359,0.004227517294388932
C0036980,C0693367,0.004227436060029593
C0028961,C0974988,0.004226096143687269
C0034063,C0710299,0.004225978647686833
C1135196,C0710782,0.004225777241171145
C1761609,C1639201,0.004225352112676057
C2129214,C1639201,0.004223864836325237
C0036974,C0710780,0.004222803136939473
C0002873,C0981359,0.004222648752399232
C0008031,C0977439,0.004222570319417013
C0751781,C4048957,0.004221635883905013
C0344315,C0976856,0.004221504842314378
C0041948,C0977439,0.004221132897603486
C1704493,C0981359,0.00422102839600921
C0026837,C1639201,0.004220893422441084
C0600688,C0978604,0.004220151222085458
C0013922,C0977439,0.004219696454093786
C0037088,C0711421,0.004219409282700422
C0023380,C4082780,0.004218222722159731
C0016382,C1639201,0.00421792618629174
C0235480,C4082780,0.00421644413211525
C0014457,C1639201,0.004216444132115249
C0162429,C1639201,0.004216444132115249
C0008031,C0693367,0.0042158516020236085
C0028778,C4281944,0.004215800085537972
C0001125,C0995060,0.004215770815368401
C0010200,C3887765,0.004214963119072708
C1135196,C0981359,0.00421455938697318
C0496892,C0981359,0.00421455938697318
C0028778,C0974988,0.004214408007375214
C0745138,C4281899,0.004214223002633889
C0206698,C0710780,0.004213483146067416
C0036974,C4282051,0.004213217193713312
C0151908,C0976856,0.004213135068153655
C0025222,C0977439,0.004212815111775498
C0017181,C0691212,0.004212517193947731
C0018932,C4082780,0.004212299915754002
C0041948,C0693367,0.004211412929037693
C0596601,C0937759,0.004211332312404288
C0009492,C0981359,0.004211332312404288
C0041834,C0981359,0.004211332312404288
C0265987,C0710782,0.004210526315789474
C0151705,C1639201,0.004210526315789474
C0041582,C0995060,0.0042101234331642905
C1265876,C0977786,0.004208110175975516
C0006114,C1639201,0.004207573632538569
C0014009,C1639201,0.004207573632538569
C0003811,C4082780,0.004206983592763989
C0003873,C0710782,0.00420673076923077
C1510453,C0981359,0.004206500956022945
C0677930,C4282007,0.004206098843322818
C0021400,C0979637,0.004205214465937764
C0018932,C0593905,0.004204892966360857
C0264490,C0995060,0.004204892966360856
C0029443,C1639201,0.0042046250875963555
C0521158,C1639201,0.0042046250875963555
C0015970,C4082774,0.004204117135401565
C0039239,C0978612,0.004203888596952181
C0022660,C4082774,0.004203507754747064
C0554309,C1639201,0.004203152364273204
C0152020,C1639201,0.004203152364273204
C0012359,C0593904,0.004201680672268907
C0019158,C0981359,0.004201680672268907
C1719672,C4282000,0.004200504060487259
C0005874,C4282000,0.004200504060487259
C0037088,C4082774,0.004200463499420625
C0596601,C3888181,0.004200363613566548
C0020258,C1639201,0.004200210010500525
C3203359,C1639201,0.004198740377886634
C3668885,C4282000,0.004198152812762385
C0040053,C4282054,0.004197967300044189
C0042029,C4082774,0.004197423650311188
C0332448,C1639201,0.004197271773347324
C2830004,C4082777,0.004196909099886436
C0085631,C0772628,0.004196871423120946
C0012634,C3888181,0.004196154568798146
C0085682,C1639201,0.004195804195804196
C0008679,C4282000,0.004195804195804196
C0340643,C4282000,0.004195804195804196
C0020456,C3888181,0.004195366311834691
C1514893,C4282007,0.004195315231325021
C0019080,C0593904,0.004195270785659802
C0034063,C4048957,0.004195070791819612
C0039239,C0995060,0.004194470924690182
C0031106,C0977796,0.0041941816883812235
C0684336,C4282000,0.004193458205199889
C0003578,C0774583,0.0041928721174004195
C0012359,C0977796,0.004192311123004192
C0005859,C0975411,0.004192196065785231
C0018965,C0774583,0.004192073170731708
C0032326,C0980636,0.004192073170731708
C0008350,C4048954,0.004191484667990293
C0012634,C4282007,0.0041914076143905
C1135191,C1639201,0.004191407614390499
C1704493,C4282000,0.004191114836546521
C3714660,C4282054,0.0041905602117335685
C0003873,C0981359,0.004190476190476191
C0036572,C0772628,0.004190476190476191
C0836924,C4048933,0.004190412336573918
C0019080,C0772628,0.004189944134078212
C0085762,C3887765,0.0041895784236711175
C1510453,C4281882,0.004189359028068706
C0520863,C2920421,0.00418916402904487
C0025222,C0593905,0.0041888804265041895
C0151744,C0937759,0.004188880426504189
C0856054,C0774583,0.004188880426504189
C0546817,C0772628,0.004188880426504189
C0029443,C4282000,0.004188774085450992
C0521158,C4282000,0.004188774085450992
C0022660,C1639201,0.00418848167539267
C0001973,C0975411,0.004188144329896908
C0003811,C0774583,0.004188083000190367
C0010200,C0710782,0.0041878552198624
C0554309,C4282000,0.004187604690117253
C0002940,C0593905,0.004187285877426723
C0234233,C0980636,0.004187285877426722
C1561643,C0711421,0.00418702023726448
C0042384,C4282000,0.004186435947530004
C1446325,C0782173,0.004186435947530003
C0009450,C2343627,0.004185944040537563
C0020456,C0593905,0.004185692541856925
C0014591,C4282000,0.004185267857142858
C0272192,C2343627,0.004185022026431718
C0596601,C0710781,0.004184100418410042
C0006849,C4282000,0.004184100418410042
C0039070,C4282007,0.0041841004184100415
C2073348,C4082774,0.0041841004184100415
C0023380,C2920421,0.004183711416883599
C0442874,C4048933,0.004183400267737616
