Problem_CUI,icd9_code,co_occurrance_probability
C0009492,9672,0.007068698917605479
C0085577,9672,0.007066753642096108
C0011127,966,0.007046112894386596
C0032290,966,0.007043355767725778
C1135196,3893,0.0070273697558913654
C0151908,9671,0.007026822818284851
C0242656,9671,0.0070183382386235
C0027651,3891,0.0070002592688618095
C0003811,9672,0.006987662408559888
C0238052,9604,0.00698352430673266
C2183328,3893,0.006970113000316823
C0344315,9671,0.006965475469412476
C0677042,3891,0.006958762886597938
C0151744,966,0.006950952827241486
C0677930,9604,0.006947282386595831
C0003962,3893,0.006926086496774874
C0038358,3893,0.006917674394043406
C0019054,3891,0.006912742924220686
C0003811,3893,0.006911469874432836
C0018932,3893,0.00690964713328762
C0012359,9915,0.0068844060198527054
C0003578,9671,0.006878306878306878
C0151908,966,0.0068669527896995704
C0031106,3893,0.006866318068980087
C0018932,9604,0.006862811714343955
C0042029,3893,0.006861968857218263
C0238052,9672,0.00685080469769465
C1561643,3893,0.00684895421737527
C0014009,9672,0.006837983897650823
C0017181,9671,0.006829780846592614
C0700148,9672,0.006826690156353227
C0032326,3893,0.006814940039093453
C0019054,9604,0.006812917291184084
C0021308,8856,0.006810133478616181
C0151744,3893,0.006805592192033763
C0034063,3891,0.006800975234184525
C0238052,9671,0.006787330316742082
C1514893,966,0.006774118196683018
C0677930,3893,0.006763897696047347
C0018926,9904,0.006763103513056547
C1258215,9604,0.006752608962553713
C0037199,966,0.006745627108008471
C0006826,9904,0.006732117812061711
C0010340,9672,0.006724727152463896
C0002064,9915,0.006722151088348271
C0001883,3893,0.006711764084134869
C0023895,3893,0.006709636517328824
C0012634,966,0.006699906512932377
C0023882,3891,0.006671026814911707
C0003864,3893,0.006663845991114872
C0009566,3893,0.006660675582809113
C1135191,3893,0.0066603235014272115
C0267026,966,0.006657789613848203
C0018802,3893,0.00665083135391924
C0006826,9604,0.006650380021715526
C0234233,9604,0.006649477541050345
C0860062,9671,0.006643013512493395
C1565489,966,0.0066245810926661985
C0031526,9672,0.006616674018526688
C1135191,9604,0.006609430362496593
C0741439,3893,0.006609210595886426
C0032326,9604,0.00660448015251583
C0085762,3893,0.006587615283267456
C0001127,9904,0.006580776717026601
C1565489,9604,0.006580732700135684
C0019080,9604,0.006577163005153241
C0038395,3891,0.006566850538481743
C0037199,3893,0.0065608465608465606
C0001122,9672,0.006542361792607132
C0027651,3893,0.0065376706912005055
C0856054,966,0.0065141527723924
C0014544,9671,0.006486649570070901
C2364135,9672,0.006482091847945508
C0019079,9604,0.0064762424159792754
C0029408,9604,0.006463464416927472
C0019080,3891,0.006462453147214682
C0029443,3893,0.006456392887383573
C0581384,3893,0.006455026455026455
C0018681,3893,0.006438674266413341
C0002940,3893,0.006429851375566565
C0751781,9671,0.006423821039903264
C0270611,9672,0.0064237457082733426
C0001125,9904,0.006422786931024854
C0740418,3893,0.006400761743546339
C0836924,9672,0.006391184573002756
C0000921,9672,0.0063715258705921134
C3668885,966,0.006366423013440227
C0028754,966,0.006351944792973651
C0019079,966,0.006347962382445141
C0338908,3893,0.006343835906111228
C0038358,9604,0.0063286832255869336
C0235480,9672,0.006324972737186478
C0235480,9604,0.0063166474224003255
C0003132,9672,0.006294864715626726
C0151744,3615,0.006276150627615063
C0009566,9604,0.006269165247018739
C0023895,9604,0.006264469562848971
C0013922,9672,0.006250000000000001
C2073348,9672,0.006247944755014799
C1258215,3893,0.006242395386975612
C0019079,3893,0.0062397546401565225
C0238052,966,0.006230529595015576
C0034065,3893,0.006230200633579726
C0034063,9904,0.006225030196041996
C0476474,9672,0.006204298692665634
C0027651,9604,0.006179966044142614
C0340194,3891,0.006174461376773514
C0042963,9672,0.006173508068883353
C0012634,9604,0.006171583587656832
C0027051,966,0.006170910795188252
C0025222,966,0.00616176585289759
C0036974,9904,0.006157865273371898
C1140999,9671,0.006128007262823422
C0003811,9671,0.006125690085457158
C0038358,9672,0.006125574272588055
C0020598,9672,0.006104207543056465
C0151799,3893,0.006088199481179523
C0040053,966,0.006083294337856808
C1517205,9604,0.006071355481274302
C0037088,9672,0.006047278724573942
C0003873,3893,0.006027281378872792
C0151799,9604,0.006008056257254045
C0268529,9604,0.006007235988804696
C0014544,966,0.0059978189749182115
C0751781,9904,0.00599250936329588
C0015672,966,0.005989887203422793
C0006826,9672,0.0059893281062833505
C0018802,9604,0.005985173093926409
C0041834,3893,0.005981684399978825
C0023380,9604,0.005981511691136487
C1135194,3893,0.0059813677747194574
C0001122,9671,0.0059690215338118625
C0028961,9671,0.005958666465530246
C0006114,9672,0.005954349983460139
C0013922,3893,0.005921226539783241
C0009566,9671,0.0059153647808281515
C0002064,9671,0.005902383654937571
C0018932,9904,0.005901086549269389
C0027051,9671,0.005899258811072455
C0019080,9904,0.005884001120762119
C0019080,9671,0.0058827965909947965
C0018799,3893,0.005868358445678033
C0031106,9604,0.005853924171261317
C0003811,9604,0.005845568243610658
C0151744,9671,0.005822746521476104
C0028754,3893,0.005819182140400995
C0020258,966,0.005810757754220652
C0268529,966,0.005808477237048666
C0023882,9604,0.005799672489082969
C0013922,9604,0.0057929530430041575
C0028961,9904,0.005791145152251075
C0596601,9604,0.005781133102088009
C0948089,8856,0.005764904386951631
C0001125,966,0.005747572815533981
C0948268,9604,0.005741234365388558
C0013604,9604,0.005737704918032787
C0006849,966,0.005734935972975096
C0017181,966,0.005734655920644762
C0012359,9904,0.005721789700778539
C0432255,3893,0.005718218880711601
C0344315,966,0.005708476696903346
C0020598,9671,0.00566550838495241
C0014009,966,0.005664385178192117
C0439857,3893,0.005664372683959767
C1517205,3893,0.005661076133537907
C0030920,3893,0.005654494530465571
C0041834,966,0.00565149136577708
C0029408,3893,0.005649419218585005
C0020598,966,0.0056171009517865505
C0040822,3893,0.005609059159699439
C0039239,9904,0.0055999265583402185
C0028778,966,0.00558659217877095
C0024115,966,0.005569501098211484
C0031039,3893,0.005550269584522677
C0012359,966,0.005549910107089814
C0860062,966,0.00553519918921026
C0677930,9671,0.0055332373228227085
C0020456,966,0.005504729415413242
C0496892,9604,0.005464480874316939
C1321898,3893,0.005453486525123101
C0268529,3893,0.005452331798210788
C0020437,3893,0.005452043192885878
C0039070,3893,0.0054319164645079635
C0018965,9904,0.005422080957277742
C1258215,966,0.005410915934755333
C0340194,9604,0.005402448198044176
C0002873,3893,0.005399110734702519
C2183328,9604,0.005375612411540554
C0006849,3893,0.00534957627118644
C1565489,9904,0.0053276007103467615
C0003811,3891,0.005323983898195039
C0034065,9604,0.005306844468635188
C0085631,966,0.00530049107490841
C0006826,9671,0.005284215294028837
C0018926,3893,0.005282899255111204
C0018946,9672,0.005266044980800878
C0031106,9904,0.005258215962441315
C0037088,9604,0.005256690333151283
C0741439,9604,0.005248449321791289
C0009566,966,0.005248315838947204
C0740991,3893,0.005244755244755244
C1321878,3893,0.005241423125794154
C0000921,3893,0.005238649592549475
C2073348,3893,0.0052331113225499515
C0403447,3893,0.005230070262560092
C1565489,9671,0.005207154177043242
C0019348,9672,0.005196815568332597
C0026946,9672,0.005194518125552609
C0019163,9604,0.0051919661155895615
C2004489,3893,0.005190952910641453
C0023882,3893,0.0051857339400994806
C0028754,9604,0.005183821021758407
C0020437,966,0.005180127148575465
C0011127,9604,0.005176406484130227
C0741439,966,0.005171603196991068
C0029944,9671,0.005152295802394302
C0234233,966,0.0051445942785875755
C0018790,3891,0.005143761540490635
C3668885,3893,0.005139345130867859
C0019163,3893,0.0051377118644067785
C2364135,3893,0.005133089908451076
C0012634,9671,0.0051297525648762825
C0221103,9604,0.005121201775349949
