4019,C1359886,1.0
4019,C4082777,0.984228582031256
4019,C4282051,0.980354149265778
V4511,C1967412,0.972768453387525
5723,C0689706,0.963022810173166
4019,C4281944,0.930293244438802
41401,C1359886,0.923909141960867
41401,C0995060,0.921683953981699
E8780,C0595475,0.921555376737057
4019,C4282061,0.903926616913018
4019,C4282050,0.901174273005057
41401,C0716159,0.898722451555067
4019,C3888181,0.898116831223512
99681,C0361231,0.897678391361239
99592,C0782173,0.891443061047885
E8780,C0361231,0.891199700869065
42731,C1359886,0.889911678938349
4280,C1359886,0.889297923690211
7742,C4082745,0.882131180455263
V5867,C0939651,0.878004079695358
4019,C0938971,0.877892688672568
E8780,C0875717,0.860076478261004
5849,C4082774,0.856885499151398
5849,C0980955,0.856585743218269
4280,C0938971,0.856315259954788
4019,C4282056,0.85550896252026
E8780,C0939181,0.855416414211294
E8780,C0875597,0.854595122699528
45620,C0689706,0.85246394102087
4019,C0980955,0.850744117015596
41401,C0977796,0.850018971558973
5849,C4282061,0.849141524453333
E8780,C0361232,0.848278453420414
4019,C0140600,0.845916920463947
4280,C4082777,0.844268817167617
51881,C0980955,0.842325003950533
2749,C0687812,0.834544123217873
5849,C4282050,0.833094278716186
4019,C0712074,0.829756310125566
V5861,C0710782,0.828423611411144
4280,C0980955,0.825333436396679
4280,C0995060,0.824073193640437
51881,C4082772,0.821289378868821
42731,C0774583,0.820350556513107
41401,C4281944,0.81891899342446
42731,C4082777,0.81508829151147
4019,C0774583,0.813565476068488
99682,C3887771,0.811697569848943
41401,C4082777,0.810199917674488
4019,C0977439,0.809628767961536
4280,C4282051,0.809008183377536
4019,C0995060,0.80835329175859
V5867,C0977809,0.806716152944211
5849,C4282056,0.805899088303975
4280,C4282056,0.803926997448557
40391,C0939047,0.802043728568493
V5861,C0710781,0.800892821937888
4019,C4048223,0.798954282481057
51881,C4282056,0.796614137603172
78552,C0782173,0.79556773592225
4019,C1814189,0.794816579751579
4280,C4281944,0.794202493512112
2767,C4083065,0.793882169427004
51881,C0981517,0.792350541531187
5849,C0938971,0.791829736138061
7766,C0980885,0.790436640363853
2724,C1814189,0.790109637061176
42731,C0995060,0.787032547435441
41401,C0691137,0.785426684960499
51881,C4282050,0.784406541819647
V5861,C0710780,0.784173176570572
41401,C4282051,0.78204680647492
2724,C0995060,0.781504012266139
4019,C0977796,0.7798190939098
42731,C4281944,0.778951306125474
51881,C4082774,0.778211560670127
41401,C0711126,0.775384232755152
5849,C1169578,0.775213598839592
4019,C0691212,0.774857871198146
V4511,C0977396,0.773349737086215
5722,C1584819,0.773226738444336
5849,C4282051,0.769419629178729
2724,C3888181,0.76929931341465
769,C0980885,0.768249955115913
4019,C1169578,0.767140025943329
42731,C4282051,0.766960996104349
5849,C0977439,0.766053721866944
45621,C0689706,0.764994123525166
4280,C4282050,0.763160223561883
51881,C1169578,0.762452873812801
5849,C4082772,0.761790441270197
20500,C0708122,0.761599653059589
2724,C1359886,0.760042707663025
51881,C4082777,0.759673711380656
4019,C2920421,0.75721590918585
51881,C4282061,0.757012950916247
4280,C0981517,0.754602057545347
5849,C4082777,0.752598929058446
2724,C0977439,0.751932202047907
42,C1169663,0.749659338003918
41401,C0712074,0.748946989662529
5849,C0981517,0.748687328984144
77081,C0980885,0.746573638607508
99681,C0595475,0.746322550682958
5856,C0939047,0.745742159546919
51881,C4082779,0.744754236605926
41401,C4281899,0.744528097563896
51881,C4282051,0.744302429285588
5849,C4281882,0.74284999071122
V5861,C0710783,0.74234662561595
1983,C0688497,0.742173936331708
42731,C0710781,0.740607435723961
99681,C0361232,0.739955739285091
7470,C0980885,0.739686248994958
486,C0981517,0.738414307941399
5849,C1359886,0.737339301387868
5856,C0977396,0.736020400722753
42731,C0980955,0.735778097463104
2724,C0593736,0.732973694955648
V420,C0361231,0.732342469654607
4280,C0774583,0.731559565042651
2724,C0691212,0.730907760704377
4280,C4082772,0.728943520346108
51881,C4281944,0.728681880026729
51881,C4082780,0.72694383927253
389,C0782173,0.726103324194384
41401,C1814189,0.722785413818011
99592,C0978624,0.722163260540523
5712,C0689706,0.722155215322116
4280,C0712074,0.720329866711459
42731,C0710780,0.717636216170853
5856,C1967412,0.717612991906136
V5867,C0977786,0.717258960545159
5723,C1584819,0.716063109532127
4280,C4048223,0.715150760048639
51881,C1639201,0.714403156173643
4019,C0711126,0.713961826276276
2724,C0712074,0.713625374646966
4280,C4282061,0.713164077142558
5849,C3888181,0.711706692452716
99592,C0980955,0.71112352104796
4280,C0977796,0.709620311160627
42731,C0712074,0.709334991861012
99682,C0875597,0.707942995779005
77981,C0980885,0.706730320166687
41401,C0938971,0.706461577963018
5990,C4282050,0.706186264442307
51881,C0712074,0.705195396654487
5849,C4281944,0.704184940368757
2449,C0978141,0.703156751938314
99592,C4082772,0.702747763122272
42731,C0687868,0.70236863206914
42731,C0938971,0.702193111091777
42731,C4282056,0.700883337137358
99592,C4048535,0.700776280687906
42731,C4282050,0.700133347682121
99592,C4082774,0.700107287083153
4280,C1169578,0.698124791419325
78959,C4083864,0.698100925656346
4280,C2920421,0.697299590744401
5990,C0980955,0.696407515331002
5990,C4282056,0.695136474083039
29181,C0688559,0.693864588588068
41401,C4048223,0.693797014684816
4280,C0977439,0.693494053616457
5849,C4082779,0.692701252435832
486,C0980955,0.691101360079934
5849,C4082780,0.690163654540622
41401,C0140600,0.690093521771187
42731,C3888181,0.689912619757486
769,C4082745,0.689593903886655
E8780,C0690673,0.68772976186977
E8780,C0716428,0.685577129599903
4019,C0772628,0.683218204798542
5849,C4082638,0.682488051270367
7742,C0776387,0.681817197775144
42731,C0140600,0.681658937972049
41401,C0980955,0.680965199848675
41401,C2920421,0.680954032712434
5990,C4282061,0.679592923696329
51881,C0938971,0.678323881708091
42731,C4048223,0.678021523326411
42731,C0977796,0.675488696335092
41071,C0716159,0.674525200887096
41401,C0689881,0.67419379634294
5849,C2920421,0.673489429001003
2762,C4082774,0.673454848848758
42731,C0710782,0.673309453869707
2724,C4281899,0.673219003301722
4280,C4082774,0.672729460112623
42731,C2920421,0.672427475121083
42731,C4082772,0.671957375501701
99681,C0875597,0.671737294180009
99682,C0875717,0.671580149699204
25000,C1814189,0.671019628059439
4280,C3888181,0.670552856578433
3659,C1585673,0.669845602546025
51881,C0782173,0.669702186371878
99681,C0939181,0.668621789921164
41401,C3888181,0.668565834361341
4280,C4082779,0.668472281865741
5722,C0689706,0.668446198399713
V071,C1657812,0.668199855290781
4280,C0981442,0.667204463697365
51881,C0977439,0.66699315654606
25000,C0977796,0.666920271912741
4019,C4082647,0.666224463234338
5849,C0712074,0.663210532291075
25000,C0939651,0.661245951143344
769,C0776387,0.660492739111257
V427,C0875597,0.658849813382708
V5865,C0989249,0.657906466013136
2724,C0980955,0.65771807558764
42731,C1814189,0.657162803025932
2449,C0978145,0.657086346018322
4280,C1814189,0.656514635036561
V451,C0939047,0.655366187220385
5849,C0774583,0.655058640246768
41071,C0876711,0.654308958404696
42731,C4282061,0.654185064139405
41401,C0691212,0.653930179909388
99682,C0715899,0.653632914354362
5849,C4048223,0.652963430605388
5990,C0938971,0.652936891558696
2724,C4282051,0.652893415684449
25000,C1359886,0.652762279487323
5849,C1814189,0.652208718967944
5849,C0995060,0.652169427713394
41401,C0977056,0.651770925667476
1983,C0688496,0.649719917665672
42731,C0711126,0.64941646157504
51881,C2343627,0.64939373271289
V420,C0361232,0.649164167647581
1173,C1169836,0.648983628955572
2724,C2920421,0.647800559363239
53789,C0689706,0.646995687673108
5990,C1169578,0.64630154604623
28521,C0939047,0.646151020501805
41401,C0774583,0.644762290294873
7766,C1658082,0.64452574622802
5856,C0706911,0.644083654736064
