step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
64,261376,2048,0.0588512842830664,0.90625,0.993212669683258,0.0655413446512284,0.46875,0.955595026642984
65,264224,2080,0.0565356210510789,0.9375,0.995959595959596,,,
66,268352,2112,0.0471335563555384,0.96875,0.998019801980198,,,
67,273248,2144,0.0358851253944791,0.9375,0.9962476547842402,0.0817496940649061,0.4375,0.9464544138929089
68,277120,2176,0.0478432584809115,0.90625,0.9934497816593888,,,
69,279968,2208,0.0708964309639047,0.90625,0.9940476190476192,,,
70,284352,2240,0.0468980144799514,0.75,0.9872521246458924,0.0719977197542669,0.5625,0.9589490968801314
71,287200,2272,0.0615270390625914,1.0,1.0,,,
72,292864,2304,0.0320765746569239,0.90625,0.993517017828201,,,
73,295968,2336,0.0578136612041632,0.875,0.9903474903474904,0.0657676524570782,0.625,0.9721627408993576
74,300864,2368,0.0390155272050788,0.96875,0.9914346895074948,,,
75,304224,2400,0.0606916270693072,0.90625,0.9944954128440368,,,
76,307328,2432,0.0617090112121579,0.90625,0.9947089947089948,0.0738518696831332,0.59375,0.964630225080386
77,310432,2464,0.0587489455058832,0.96875,0.995505617977528,,,
78,314560,2496,0.0497570344074351,0.9375,0.9959839357429718,,,
79,319456,2528,0.0364419435197746,0.96875,0.9982425307557118,0.0688046203966512,0.53125,0.946808510638298
80,322304,2560,0.0568436536901399,0.9375,0.9956521739130436,,,
81,325920,2592,0.0518871607401742,0.96875,0.997737556561086,,,
82,329792,2624,0.0480906509709163,1.0,1.0,0.0682690425000774,0.5,0.9672131147540984
83,336480,2656,0.0273923411440511,0.96875,0.996937212863706,,,
84,339584,2688,0.0474826268638687,0.9375,0.9962962962962963,,,
85,345248,2720,0.0292600784227325,0.875,0.9938271604938272,0.0718040410689323,0.53125,0.9630818619582664
86,349120,2752,0.0460134909151933,0.875,0.9864341085271318,,,
87,352224,2784,0.0568298710953269,0.9375,0.995260663507109,,,
88,359168,2816,0.0271360695508391,0.96875,0.9978586723768736,0.0720754395005601,0.5625,0.9601990049751244
89,363296,2848,0.0486777473823161,0.9375,0.9958071278825996,,,
90,366400,2880,0.0584369570186372,0.9375,0.9955156950672646,,,
91,372576,2912,0.0310210947676717,0.96875,0.9977628635346756,0.0729487317666112,0.625,0.9666080843585236
92,375424,2944,0.0582740331172417,0.96875,0.9978213507625272,,,
93,379808,2976,0.0384125685473773,0.875,0.9913232104121475,,,
94,384704,3008,0.0423729345339863,0.96875,0.9982638888888888,0.0719638180887433,0.34375,0.9491525423728814
95,388320,3040,0.0492241429938229,0.9375,0.9959100204498976,,,
96,392704,3072,0.0395426180910492,0.90625,0.9935064935064936,,,
97,396832,3104,0.0500109263664278,0.96875,0.9981378026070764,0.0737671014846283,0.59375,0.96793893129771
98,399424,3136,0.0708096478793258,0.9375,0.9951456310679612,,,
99,403296,3168,0.0505320283007579,0.96875,0.9977064220183486,,,
100,406656,3200,0.0467991671008583,0.96875,0.9972826086956522,0.0826097532709395,0.5625,0.9515503875968992
101,411552,3232,0.0335753418991549,0.9375,0.996007984031936,,,
